Composer,Lyrics
McCartney,She was a working girl North of England way Now she s hit the big time in the U S A And if she could only hear me this is what I d say Honey Pie you are making me crazy I m in love but I m lazy So won t you please come home Oh honey pie my position is tragic Come and show me the magic Of your Hollywood song You became a legend of the silver screen And now the thought of meeting you Makes me weak in the knee Oh Honey Pie you are driving me frantic Sail across the Atlantic To be where you belong Honey pie come back to me Ooh yeah I like it like that oh ah I like this kind of hot kind of music Hot kind of music Play it to me play it to me Hollywood blues Will the wind that blew her boat across the sea Kindly send her sailing back to me Tee tee tee Now Honey Pie you are making me crazy I m in love but I m lazy So won t you please come home Come come back to me Honey Pie Ooh oh Oh oh oh oh oh oh oh Honey Pie Honey Pie
McCartney,One two three four Well she was just seventeen If you know what I mean And the way she looked was way beyond compare So how could I dance with another Ooh when I saw her standin there Well she looked at me And I I could see That before too long I d fall in love with her She wouldn t dance with another Woo when I saw her standin there Well my heart went boom When I crossed that room And I held her hand in mine Oh we danced through the night And we held each other tight And before too long I fell in love with her Now I ll never dance with another Woo since I saw her standin there Well my heart went boom When I crossed that room And I held her hand in mine Oh we danced through the night And we held each other tight And before too long I fell in love with her Now I ll never dance with another Ooh since I saw her standin there Oh since I saw her standin there Yeah well since I saw her standing there
McCartney,Who knows how long I ve loved you You know I love you still Will I wait a lonely lifetime If you want me to I will For if I ever saw you I didn t catch your name But it never really mattered I will always feel the same Love you forever and forever Love you with all my heart Love you whenever we re together Love you when we re apart And when at last I find you Your song will fill the air Sing it loud so I can hear you Make it easy to be near you For the things you do endear you to me Oh you know I will I will Mm mm mm mm mm mm mm mm mm Da da da da da da da
McCartney,One day you ll look To see I ve gone For tomorrow may rain so I ll follow the sun Some day you ll know I was the one But tomorrow may rain so I ll follow the sun And now the time has come And so my love I must go And though I lose a friend In the end you will know Oh oh oh oh One day you ll find That I have gone But tomorrow may rain so I ll follow the sun Yeah tomorrow may rain so I ll follow the sun And now the time has come And so my love I must go And though I lose a friend In the end you will know Oh oh oh One day you ll find That I have gone But tomorrow may rain so I ll follow the sun
McCartney,You tell lies thinking I can t see You can t cry cause you re laughing at me I m down I m down I m down How can you laugh when you know I m down When you know I m down Man buys ring woman throws it away Same old thing happen every day I m down I m down I m down How can you laugh when you know I m down When you know I m down Ow We re all alone and there nobody else You still moan Keep your hands to yourself I m down Oh baby I m down I m down How can you laugh when you know I m down When you know I m down Wow baby I m down Baby you know I m down Oh yes I m down I m down on the ground Ah down Oh baby I m upside down A yeah yeah yeah yeah yeah I m down Oh baby I m down I m feeling upside down Ooh I m down Baby I m down yeah Oh baby I m down yeah Baby I m down Well baby I m down Well baby baby baby Oh baby I m down I m down down down down Down down down down down yeah Ah ooh I m down
McCartney,I m looking through you where did you go I thought I knew you what did I know You don t look different but you have changed I m looking through you you re not the same Your lips are moving I cannot hear Your voice is soothing but the words aren t clear You don t sound different I ve learned the game I m looking through you you re not the same Why tell me why did you not treat me right Love has a nasty habit of disappearing overnight You re thinking of me the same old way You were above me but not today The only difference is you re down there I m looking through you and you re nowhere Why tell me why did you not treat me right Love has a nasty habit of disappearing overnight I m looking through you where did you go I thought I knew you what did I know You don t look different but you have changed I m looking through you you re not the same Yeah oh baby you ve changed Ah I m looking through you Yeah I m looking through you You changed you changed you changed you changed you changed
McCartney,I ve just seen a face I can t forget the time or place Where we just met she s just the girl for me And I want all the world to see we ve met Mmm mmm mmm m mmm mmm Had it been another day I might have looked the other way And I d have never been aware But as it is I ll dream of her tonight La di di di n di Fallin yes I am fallin And she keeps callin me back again I have never known the like of this I ve been alone And I have missed things and kept out of sight But other girls were never quite like this Da da n da da n da Fallin yes I am fallin And she keeps callin me back again Fallin yes I am fallin And she keeps callin me back again I ve just seen a face I can t forget the time or place Where we just met she s just the girl for me And I want all the world to see we ve met Mmm mmm mmm la da da Fallin yes I am fallin And she keeps callin me back again Fallin yes I am fallin And she keeps callin me back again Oh fallin yes I am fallin And she keeps callin me back again
McCartney,Lady Madonna children at your feet Wonder how you manage to make ends meet Who finds the money when you pay the rent Did you think that money was heaven sent Friday night arrives without a suitcase Sunday morning creeping like a nun Monday s child has learned to tie his bootlace See how they run Lady Madonna baby at your breast Wonders how you manage to feed the rest See how they run Lady Madonna lying on the bed Listen to the music playing in your head Tuesday afternoon is never ending Wednesday morning papers didn t come Thursday night your stockings needed mending See how they run Lady Madonna children at your feet Wonder how you manage to make ends meet
McCartney,When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom Let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom Let it be Let it be let it be Let it be let it be Whisper words of wisdom Let it be And when the broken hearted people Living in the world agree There will be an answer Let it be For though they may be parted There is still a chance that they will see There will be an answer Let it be Let it be let it be Let it be let it be Yeah there will be an answer Let it be Let it be let it be Let it be let it be Whisper words of wisdom Let it be Let it be let it be Let it be yeah let it be Whisper words of wisdom Let it be And when the night is cloudy There is still a light that shines on me Shine until tomorrow Let it be I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom Let it be yeah Let it be let it be Let it be yeah let it be Oh there will be an answer Let it be Let it be let it be Let it be yeah let it be Oh there will be an answer Let it be Let it be let it be Let it be yeah let it be Whisper words of wisdom Let it be
McCartney,Love love me do You know I love you I ll always be true So please love me do Whoa love me do Love love me do You know I love you I ll always be true So please love me do Whoa love me do Someone to love Somebody new Someone to love Someone like you Love love me do You know I love you I ll always be true So please love me do Whoa love me do Hey now Love love me do You know I love you I ll always be true So please love me do Whoa love me do Yeah love me do Whoa oh love me do Yeah love me do Why don t you love me do
McCartney,Ah Lovely Rita meter maid Lovely Rita meter maid Lovely Rita meter maid Nothing can come between us When it gets dark I tow your heart away Standing by a parking meter When I caught a glimpse of Rita Filling in a ticket in her little white book In a cap she looked much older And the bag across her shoulder Made her look a little like a military man Lovely Rita meter maid May I inquire discreetly When are you free to take some tea with me Rita Took her out and tried to win her Had a laugh and over dinner Told her I would really like to see her again Got the bill and Rita paid it Took her home I nearly made it Sitting on the sofa with a sister or two Oh lovely Rita meter maid Where would I be without you Give us a wink and make me think of you Lovely Rita meter maid Lovely Rita meter maid Lovely Rita meter maid Lovely Rita meter maid Ah da ah da ah da ah da Ah da ah da ah da ah da Ah da ah da ah da ah da Ah da ah da ah da ah da
McCartney,Roll up roll up for the mystery tour Roll up roll up for the mystery tour Roll up Roll up for the mystery tour Roll up Roll up for the mystery tour The magical mystery tour Is waiting to take you away Waiting to take you away Roll up roll up for the mystery tour Roll up roll up for the mystery tour Roll up Roll up for the mystery tour Roll up Roll up for the mystery tour The magical mystery tour Is hoping to take you away Hoping to take you away A mystery trip Ah the Magical Mystery Tour Roll up Roll up for the mystery tour Roll up Roll up for the mystery tour Roll up Roll up for the mystery tour The magical mystery tour Is coming to take you away Coming to take you away The magical mystery tour Is dying to take you away Dying to take you away Take you today
McCartney,Martha my dear Though I spend my days in conversation Please remember me Martha my love Don t forget me Martha my dear Hold your head up you silly girl Look what you ve done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl Take a good look around you Take a good look you re bound to see That you and me were meant to be for each other Silly girl Hold your hand out you silly girl See what you ve done When you find yourself in the thick of it Help yourself to a bit of what is all around you Silly girl Martha my dear You have always been my inspiration Please be good to me Martha my love Don t forget me Martha my dear
McCartney,Joan was quizzical studied pataphysical Science in the home Late nights all alone with a test tube oh oh oh oh Maxwell Edison majoring in medicine Calls her on the phone Can I take you out to the pictures Joa oa oa oan But as she s getting ready to go A knock comes on the door Bang Bang Maxwell s silver hammer Came down upon her head Clang Clang Maxwell s silver hammer Made sure that she was dead Back in school again Maxwell plays the fool again Teacher gets annoyed Wishing to avoid an unpleasant sce e e ene She tells Max to stay when the class has gone away So he waits behind Writing fifty times I must not be so o o o But when she turns her back on the boy He creeps up from behind Bang Bang Maxwell s silver hammer Came down upon her head Clang Clang Maxwell s silver hammer Made sure that she was dead P C said We caught a dirty one Maxwell stands alone Painting testimonial pictures oh oh oh oh Rose and Valerie screaming from the gallery Say he must go free The judge does not agree and he tells them so o o o But as the words are leaving his lips A noise comes from behind Bang Bang Maxwell s silver hammer Came down upon his head Clang Clang Maxwell s silver hammer Made sure that he was dead Whoa whoa whoa oa
McCartney,Michelle ma belle These are words that go together well My Michelle Michelle ma belle Sont les mots qui vont tr s bien ensemble Tr s bien ensemble I love you I love you I love you That s all I want to say Until I find a way I will say the only words I know that you ll understand Michelle ma belle Sont les mots qui vont tr s bien ensemble Tr s bien ensemble I need to I need to I need to I need to make you see Oh what you mean to me Until I do I m hoping you will know what I mean I love you I want you I want you I want you I think you know by now I ll get to you somehow Until I do I m telling you so you ll understand Michelle ma belle Sont les mots qui vont tr s bien ensemble Tr s bien ensemble And I will say the only words I know that you ll understand My Michelle
McCartney,Born a poor young country boy Mother Nature s son All day long I m sitting singing songs For everyone Sit beside a mountain stream See her waters rise Listen to the pretty sound of music As she flies Do do do do do do Do do do do Do do do do Do do do do do do Find me in my field of grass Mother Nature s son Swaying daisies sing a lazy song Beneath the sun Do do do do do do Do do do do do Do do do do Do do do do do Mmm do do do do do Yeah yeah yeah Mmm mmm mmm mmm mmm mmm Ooh ooh ooh ooh ooh ooh Mmm mmm mmm mmm mmm Mmm mmm mmm mmm mmm lullaby Ooh ah Mother Nature s son
McCartney,Desmond has a barrow in the marketplace Molly is the singer in a band Desmond says to Molly Girl I like your face And Molly says this as she takes him by the hand Ob la di ob la da Life goes on brah La la how their life goes on Ob la di ob la da Life goes on brah La la how their life goes on Desmond takes a trolley to the jeweler s store Buys a twenty karat golden ring Takes it back to Molly waiting at the door And as he gives it to her she begins to sing Ob la di ob la da Life goes on brah La la how their life goes on Ob la di ob la da Life goes on brah La la how their life goes on Yeah In a couple of years they have built a home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones Happy ever after in the marketplace Desmond lets the children lend a hand Molly stays at home and does her pretty face And in the evening she still sings it with the band Yes Ob la di ob la da Life goes on brah La la how their life goes on Yeah ob la di ob la da Life goes on brah La la how their life goes on In a couple of years they have built a home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones Yeah Happy ever after in the marketplace Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she s a singer with the band Ob la di ob la da Life goes on brah La la how their life goes on Yeah ob la di ob la da Life goes on brah La la how their life goes on And if you want some fun Take Ob la di bla da Ahh thank you
McCartney,Oh Darling please believe me I ll never do you no harm Believe me when I tell you I ll never do you no harm Oh Darling if you leave me I ll never make it alone Believe me when I beg you Don t ever leave me alone When you told me you didn t need me anymore Well you know I nearly broke down and cried When you told me that you didn t need me anymore Well you know I nearly fell down and died Oh Darling if you leave me I ll never make it alone Believe me when I tell you I ll never do you no harm When you told me you didn t need me anymore Well you know I nearly broke down and cried When you told me you didn t need me anymore Well you know I nearly fell down and died Oh Darling please believe me I ll never let you down Believe me when I tell you I ll never do you no harm
McCartney,Paperback writer Dear Sir or Madam will you read my book It took me years to write will you take a look It s based on a novel by a man named Lear And I need a job so I want to be a paperback writer Paperback writer It s a dirty story of a dirty man And his clinging wife doesn t understand His son is working for the Daily Mail It s a steady job but he wants to be a paperback writer Paperback writer Paperback writer It s a thousand pages give or take a few I ll be writing more in a week or two I could make it longer if you like the style I can change it round and I want to be a paperback writer Paperback writer If you really like it you can have the rights It could make a million for you overnight If you must return it you can send it here But I need a break and I want to be a paperback writer Paperback writer Paperback writer Paperback writer paperback writer Paperback writer paperback writer Paperback writer paperback writer Paperback writer paperback writer
McCartney,In Penny Lane there is a barber showing photographs Of every head he s had the pleasure to have known And all the people that come and go Stop and say hello On the corner is a banker with a motorcar The little children laugh at him behind his back And the banker never wears a mac In the pouring rain very strange Penny Lane is in my ears and in my eyes There beneath the blue suburban skies I sit and meanwhile back In Penny Lane there is a fireman with an hourglass And in his pocket is a portrait of the Queen He likes to keep his fire engine clean It s a clean machine Penny Lane is in my ears and in my eyes Four of fish and finger pies In summer meanwhile back Behind the shelter in the middle of a roundabout A pretty nurse is selling poppies from a tray And though she feels as if she s in a play She is anyway In Penny Lane the barber shaves another customer We see the banker sitting waiting for a trim And then the fireman rushes in From the pouring rain very strange Penny Lane is in my ears and in my eyes There beneath the blue suburban skies I sit and meanwhile back Penny Lane is in my ears and in my eyes There beneath the blue suburban skies Penny Lane
McCartney,As I write this letter Send my love to you Remember that I ll always Be in love with you Treasure these few words til we re together Keep all my love forever P S I love you You you you I ll be coming home again to you love And til the day I do love P S I love you You you you As I write this letter Send my love to you Remember that I ll always Be in love with you Treasure these few words til we re together Keep all my love forever P S I love you You you you As I write this letter Send my love to you Remember that I ll always Be in love with you I ll be coming home again to you love And til the day I do love P S I love you You you you You you you I love you
McCartney,Now somewhere in the black mining hills of Dakota There lived a young boy named Rocky Raccoon And one day his woman ran off with another guy Hit young Rocky in the eye Rocky didn t like that He said I m gonna get that boy So one day he walked into town Booked himself a room in the local saloon And Rocky Raccoon checked into his room Only to find Gideon s Bible Rocky had come equipped with a gun To shoot off the legs of his rival His rival it seems had broken his dreams By stealing the girl of his fancy Her name was Magill and she called herself Lil But everyone knew her as Nancy Now she and her man who called himself Dan Were in the next room at the hoedown Rocky burst in and grinning a grin He said Danny boy this is a showdown But Daniel was hot he drew first and shot And Rocky collapsed in the corner aaah Dan dan dan dan dan Dan dan dan dan dan Dan dan dan dan dan Dan dan dooroo do do Do do do dooroo do do Do dooroo do do do do Do do do dooroo do do Do dooroo do do do do Now the doctor came in stinking of gin And proceeded to lie on the table He said Rocky you met your match And Rocky said Doc it s only a scratch And I ll be better I ll be better Doc as soon as I am able Now Rocky Raccoon he fell back in his room Only to find Gideon s Bible Gideon checked out and he left it no doubt To help with good Rocky s revival aah Oh yeah yeah Do do do dooroo do do Do dooroo do do do do Do do do dooroo do do Do dooroo do do do do Do do do dooroo do do Do dooroo do do do do Do do do dooroo do do Do dooroo do do do do Do do do dooroo do do Do dooroo do do do do C mon Rocky boy Do do do dooroo do do C mon Rocky boy Do do do dooroo do do Do dooroo do do do do Yeah come on let s Rocky it
McCartney,One two three four Twist it Twist it Woo We re Sgt Pepper s Lonely Hearts Club Band We hope you have enjoyed the show Sgt Pepper s Lonely Hearts Club Band We re sorry but it s time to go Sgt Pepper s lonely Sgt Pepper s lonely Sgt Pepper s lonely Sgt Pepper s lonely Sgt Pepper s Lonely Hearts Club Band We d like to thank you once again Sgt Pepper s one and only Lonely Hearts Club Band It s getting very near the end Sgt Pepper s lonely Sgt Pepper s lonely Sgt Pepper s Lonely Hearts Club Band Band band Band band band band band
McCartney,It was twenty years ago today When Sgt Pepper taught the band to play They ve been going in and out of style But they re guaranteed to raise a smile So may I introduce to you The act you ve known for all these years Sgt Pepper s Lonely Hearts Club Band We re Sgt Pepper s Lonely Hearts Club Band We hope you will enjoy the show Sgt Pepper s Lonely Hearts Club Band Sit back and let the evening go Sgt Pepper s Lonely Sgt Pepper s Lonely Sgt Pepper s Lonely Hearts Club Band It s wonderful to be here It s certainly a thrill You re such a lovely audience We d like to take you home with us We d love to take you home I don t really want to stop the show But I thought you might like to know That the singer s going to sing a song And he wants you all to sing along So let me introduce to you The one and only Billy Shears And Sgt Pepper s Lonely Hearts Club Band yeah
McCartney,Oh listen to that now Heh heh heh Oh look out Here she She came in through the bathroom window Protected by a silver spoon But now she sucks her thumb and wanders By the banks of her own lagoon Didn t anybody tell her Didn t anybody see Sunday s on the phone to Monday Tuesday s on the phone to me She said she d always been a dancer She worked at fifteen clubs a day And though she thought I knew the answer Well I knew what I could not say And so I quit the police department And got myself a steady job And though she tried her best to help me She could steal but she could not rob Didn t anybody tell her Didn t anybody see Sunday s on the phone to Monday Tuesday s on the phone to me Oh yeah
McCartney,My love don t give me presents I know that she s no peasant Only ever has to give me Love forever and forever My love don t give me presents Turn me on when I get lonely People tell me that she s only Fooling I know she isn t She don t give the boys the eye She hates to see me cry She is happy just to hear me Say that I will never leave her She don t give boys the eye She will never make me jealous Gives me all her time as well as Loving don t ask me why She s a woman who understands She s a woman who loves her man My love don t give me presents I know that she s no peasant Only ever has to give me Love forever and forever My love don t give me presents Turn me on when I get lonely People tell me that she s only Fooling I know she isn t She s a woman who understands She s a woman who loves her man My love don t give me presents I know that she s no peasant Only ever has to give me Love forever and forever My love don t give me presents Turn me on when I get lonely People tell me that she s only Fooling I know she isn t She s a woman She s a woman She s a woman She s a woman She s a woman
McCartney,Wednesday morning at five o clock as the day begins Silently closing her bedroom door Leaving the note that she hoped would say more She goes downstairs to the kitchen Clutching her handkerchief Quietly turning the backdoor key Stepping outside she is free She Is leaving Home She s leaving home after living alone For so many years Father snores as his wife gets into her dressing gown Picks up the letter that s lying there Standing alone at the top of the stairs She breaks down and cries to her husband Daddy our baby s gone Why would she treat us so thoughtlessly How could she do this to me She Is leaving Home She s leaving home after living alone For so many years Friday morning at nine o clock she is far away Waiting to keep the appointment she made Meeting a man from the motor trade She Is having Fun Something inside that was always denied For so many years She s leaving home
McCartney,If you let me take your heart I will prove to you We will never be apart if I m part of you Open up your eyes now tell me what you see It is no surprise now what you see is me Big and black the clouds may be time will pass away If you put your trust in me I ll make bright your day Look into these eyes now tell me what you see Don t you realise now what you see is me Tell me what you see Listen to me one more time how can I get through Can t you try to see that I m trying to get to you Open up your eyes now tell me what you see It is no surprise now what you see is me Tell me what you see Listen to me one more time how can I get through Can t you try to see that I m trying to get to you Open up your eyes now tell me what you see It is no surprise now what you see is me Hmm
McCartney,Oh yeah alright Are you going to be in my dreams tonight Love you love you love you love you Love you love you love you love you Love you love you love you love you Love you love you love you love you Love you love you love you love you Love you love you love you love you Love And in the end the love you take Is equal to the love you make
McCartney,Day after day Alone on a hill The man with the foolish grin is keeping perfectly still But nobody wants to know him They can see that he s just a fool And he never gives an answer But the fool on the hill Sees the sun going down And the eyes in his head See the world spinning round Well on the way Head in a cloud The man of a thousand voices talking perfectly loud But nobody ever hears him Or the sound he appears to make And he never seems to notice But the fool on the hill Sees the sun going down And the eyes in his head See the world spinning round And nobody seems to like him They can tell what he wants to do And he never shows his feelings But the fool on the hill Sees the sun going down And the eyes in his head See the world spinning round Oh oh oh oh oh oh oh Round and round and round and round and round And he never listens to them He knows that they re the fools They don t like him The fool on the hill Sees the sun going down And the eyes in his head See the world spinning round Oh round and round and round and round Oh round round round
McCartney,The long and winding road that leads to your door Will never disappear I ve seen that road before It always leads me here lead me to your door The wild and windy night that the rain washed away Has left a pool of tears crying for the day Why leave me standing here Let me know the way Many times I ve been alone and many times I ve cried Anyway you ll never know the many ways I ve tried And still they lead me back to the long and winding road You left me standing here a long long time ago Don t leave me waiting here Lead me to your door But still they lead me back to the long and winding road You left me standing here a long long time ago Don t keep me waiting here Lead me to your door Yeah yeah yeah yeah
McCartney,We said our goodbyes Love was in your eyes Now today I find You have changed your mind Treat me like you did the night before Were you telling lies Was I so unwise When I held you near You were so sincere Treat me like you did the night before Last night is a night I will remember you by When I think of things we did It makes me wanna cry We said our goodbye Love was in your eyes Now today I find You have changed your mind Treat me like you did the night before When I held you near You were so sincere Treat me like you did the night before Last night is a night I will remember you by When I think of things we did It makes me wanna cry Were you telling lies Was I so unwise When I held you near You were so sincere Treat me like you did the night before Like the night before
McCartney,You say you will love me If I have to go You ll be thinkin of me Somehow I will know Someday when I m lonely Wishing you weren t so far away Then I will remember Things we said today You say you ll be mine girl Till the end of time These days such a kind girl Seems so hard to find Someday when we re dreaming Deep in love not a lot to say Then we will remember Things we said today Me I m just the lucky kind Love to hear you say that love is love And though we may be blind Love is here to stay and that s enough To make you mine girl Be the only one Love me all the time girl We ll go on and on Someday when we re dreaming Deep in love not a lot to say Then we will remember Things we said today Me I m just the lucky kind Love to hear you say that love is love And though we may be blind Love is here to stay and that s enough To make you mine girl Be the only one Love me all the time girl We ll go on and on Someday when we re dreaming Deep in love not a lot to say Then we will remember Things we said today
McCartney,I Dig a Pygmy by Charles Hawtrey and the Deaf Aids Phase one in which Doris gets her oats Two of us riding nowhere spending someone s Hard earned pay You and me Sunday driving not arriving On our way back home We re on our way home We re on our way home We re going home Two of us sending postcard s writing letters On my wall You and me burning matches lifting latches On our way back home We re on our way home We re on our way home We re going home You and I have memories Longer than the road that stretches out ahead Two of us wearing raincoats standing solo In the sun You and me chasing paper getting nowhere On our way back home We re on our way home We re on our way home We re going home You and I have memories Longer than the road that stretches out ahead Two of us wearing raincoats standing solo In the sun You and me chasing paper getting nowhere On our way back home We re on our way home We re on our way home We re going home We re going home You better believe it Goodbye
McCartney,Look what you re doing I m feeling blue and lonely Would it be too much to ask of you What you re doing to me You got me running And there s no fun in it Why should it be so much to ask of you What you re doing to me I ve been waiting here for you Wondering what you re gonna do And should you need a love that s true It s me Please stop your lying You got me crying girl Why should it be so much to ask of you What you re doing to me I ve been waiting here for you Wondering what you re gonna do And should you need a love that s true It s me Please stop your lying You got me crying girl Why should it be so much to ask of you What you re doing to me What you re doing to me What you re doing to me
McCartney,When I get older losing my hair Many years from now Will you still be sending me a valentine Birthday greetings bottle of wine If I d been out till quarter to three Would you lock the door Will you still need me will you still feed me When I m sixty four Oooh you ll be older too And if you say the word I could stay with you I could be handy mending a fuse When your lights have gone You can knit a sweater by the fireside Sunday mornings go for a ride Doing the garden digging the weeds Who could ask for more Will you still need me will you still feed me When I m sixty four Every summer we can rent a cottage In the Isle of Wight if it s not too dear We shall scrimp and save Grandchildren on your knee Vera Chuck and Dave Send me a postcard drop me a line Stating point of view Indicate precisely what you mean to say Yours sincerely wasting away Give me your answer fill in a form Mine for evermore Will you still need me will you still feed me When I m sixty four Woo
McCartney,Why don t we d do it in the road Mm Why don t we do it in the road Ah Why don t we do it in the road Mm Why don t we do it in the road Mm No one will be watching us Why don t we do it in the road Why don t we do it in the road Why don t we do it in the road Why don t we do it in the road Why don t we do it in the road No one will be watching us Why don t we do it in the road Why don t we do it in the road Why don t we do it in the road Why don t we d do it do it in the road Why don t we do it in the road No one will be watching us Why don t we do it in the road
McCartney,Honey pie Honey pie Honey pie Honey pie Honey pie Honey pie Honey pie Honey pie I love you honey pie
McCartney,Billy Shears What would you think if I sang out of tune Would you stand up and walk out on me Lend me your ears and I ll sing you a song And I ll try not to sing out of key Oh I get by with a little help from my friends Mm I get high with a little help from my friends Mm gonna try with a little help from my friends What do I do when my love is away How do I feel by the end of the day No I get by with a little help from my friends Mm get high with a little help from my friends Mm I m gonna try with a little help from my friends Do you need anybody I need somebody to love Could it be anybody I want somebody to love Would you believe in a love at first sight Yes I m certain that it happens all the time What do you see when you turn out the light I can t tell you but I know it s mine Oh I get by with a little help from my friends Mm get high with a little help from my friends Oh I m gonna try with a little help from my friends Do you need anybody I just need someone to love Could it be anybody I want somebody to love Oh I get by with a little help from my friends Mm gonna try with a little help from my friends Oh I get high with a little help from my friends Yes I get by with a little help from my friends With a little help from my friends
McCartney,In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines So we sailed on to the sun Till we found the sea of green And we lived beneath the waves In our yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine And our friends are all aboar d Many more of them live next door And the band begins to play We all live in a yellow submarine Yellow submarine yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine Full speed ahead Mister Boatswain full speed ahead Full speed ahead it is Sergeant Cut the cable Drop the cable Aye aye sir aye aye Captain Captain As we live a life of ease Every one of us has all we need Sky of blue and sea of green In our yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine We all live in a yellow submarine Yellow submarine yellow submarine
McCartney,Yesterday All my troubles seemed so far away Now it looks as though they re here to stay Oh I believe in yesterday Suddenly I m not half the man I used to be There s a shadow hanging over me Oh yesterday came suddenly Why she had to go I don t know she wouldn t say I said something wrong Now I long for yesterday Yesterday Love was such an easy game to play Now I need a place to hide away Oh I believe in yesterday Why she had to go I don t know she wouldn t say I said something wrong Now I long for yesterday Yesterday Love was such an easy game to play Now I need a place to hide away Oh I believe in yesterday Mmm mmm mmm mmm mmm hmm hmm
McCartney,You never give me your money You only give me your funny paper And in the middle of negotiations You break down I never give you my number I only give you my situation And in the middle of investigation I break down Out of college money spent See no future pay no rent All the money s gone nowhere to go Any jobber got the sack Monday morning turning back Yellow lorry slow nowhere to go But oh that magic feeling nowhere to go Oh that magic feeling nowhere to go Nowhere to go Ahhh Ahhh Ahhh Ahhh One sweet dream Pick up the bags get in the limousine Soon we ll be away from here Step on the gas and wipe that tear away One sweet dream came true today Came true today Came true today Yes it did One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven One two three four five six seven All good children go to Heaven
McCartney,When I call you up Your line s engaged I have had enough So act your age We have lost the time That was so hard to find And I will lose my mind If you won t see me You won t see me I don t know why you Should want to hide But I can t get through My hands are tied I won t want to stay I don t have much to say But I get turned away And you won t see me You won t see me Time after time You refuse to even listen I wouldn t mind If I knew what I was missing Though the days are few They re filled with tears And since I lost you It feels like years Yes it seems so long Girl since you ve been gone And I just can t go on If you won t see me You won t see me Time after time You refuse to even listen I wouldn t mind If I knew what I was missing Though the days are few They re filled with tears And since I lost you It feels like years Yes it seems so long Girl since you ve been gone And I just can t go on If you won t see me You won t see me Ooh la la la Ooh la la la Ooh la la la
McCartney,Let s all get up and dance to a song That was a hit before your mother was born Though she was born a long long time ago Your mother should know Your mother should know Sing it again Let s all get up and dance to a song That was a hit before your mother was born Though she was born a long long time ago Your mother should know Your mother should know Lift up your hearts and sing me a song That was a hit before your mother was born Though she was born a long long time ago Your mother should know Your mother should know Your mother should know Your mother should know Sing it again Da da dada da da da dada dada dada da da Da dada da da Though she was born a long long time ago Your mother should know Your mother should know Your mother should know Your mother should know Your mother should know Your mother should know
